"OSVersion","Article","Published","Title","Warn"
"2008","KB5034173","2024-01-09","January 9, 2024-KB5034173 (Monthly Rollup)","Yes"
"2012R2","KB5000848","2021-03-09","March 9, 2021-KB5000848 (Monthly Rollup)"
"2012R2","KB5000853","2021-03-09","March 9, 2021-KB5000853 (Security-only update)"
"2012R2","KB4601384","2021-02-09","February 9, 2021-KB4601384 (Monthly Rollup)"
"2012R2","KB4601349","2021-02-09","February 9, 2021-KB4601349 (Security-only update)"
"2012R2","KB4598285","2021-01-12","January 12, 2021-KB4598285 (Monthly Rollup)"
"2012R2","KB4598275","2021-01-12","January 12, 2021-KB4598275 (Security-only update)"
"2012R2","KB4592495","2020-12-08","December 8, 2020-KB4592495 (Security-only update)"
"2012R2","KB4592484","2020-12-08","December 8, 2020-KB4592484 (Monthly Rollup)"
"2012R2","KB4586845","2020-11-10","November 10, 2020-KB4586845 (Monthly Rollup)"
"2012R2","KB4586823","2020-11-10","November 10, 2020-KB4586823 (Security-only update)"
"2012R2","KB4580358","2020-10-13","October 13, 2020-KB4580358 (Security-only update)"
"2012R2","KB4580347","2020-10-13","October 13, 2020-KB4580347 (Monthly Rollup)"
"2012R2","KB4577066","2020-09-08","September 8, 2020-KB4577066 (Monthly Rollup)"
"2012R2","KB4577071","2020-09-08","September 8, 2020-KB4577071 (Security-only update)"
"2012R2","KB4571703","2020-08-11","August 11, 2020-KB4571703 (Monthly Rollup)"
"2012R2","KB4571723","2020-08-11","August 11, 2020-KB4571723 (Security-only update)"
"2012R2","KB4565541","2020-07-14","July 14, 2020-KB4565541 (Monthly Rollup)"
"2012R2","KB4565540","2020-07-14","July 14, 2020-KB4565540 (Security-only update)"
"2012R2","KB4561673","2020-06-09","June 9, 2020-KB4561673 (Security-only update)"
"2012R2","KB4561666","2020-06-09","June 9, 2020-KB4561666 (Monthly Rollup)"
"2012R2","KB4556846","2020-05-12","May 12, 2020-KB4556846 (Monthly Rollup)"
"2012R2","KB4556853","2020-05-12","May 12, 2020-KB4556853 (Security-only update)"
"2012R2","KB4550958","2020-04-21","April 21, 2020-KB4550958 (Preview of Monthly Rollup)"
"2012R2","KB4550970","2020-04-14","April 14, 2020-KB4550970 (Security-only update)"
"2012R2","KB4550961","2020-04-14","April 14, 2020-KB4550961 (Monthly Rollup)"
"2012R2","KB4541334","2020-03-17","March 17, 2020-KB4541334 (Preview of Monthly Rollup)"
"2012R2","KB4541509","2020-03-10","March 10, 2020-KB4541509 (Monthly Rollup)"
"2012R2","KB4541505","2020-03-10","March 10, 2020-KB4541505 (Security-only update)"
"2012R2","KB4537819","2020-02-25","February 25, 2020-KB4537819 (Preview of Monthly Rollup)"
"2012R2","KB4537821","2020-02-11","February 11, 2020-KB4537821 (Monthly Rollup)"
"2012R2","KB4537803","2020-02-11","February 11, 2020-KB4537803 (Security-only update)"
"2012R2","KB4534324","2020-01-23","January 23, 2020-KB4534324 (Preview of Monthly Rollup)"
"2012R2","KB4534309","2020-01-14","January 14, 2020-KB4534309 (Security-only update)"
"2012R2","KB4534297","2020-01-14","January 14, 2020-KB4534297 (Monthly Rollup)"
"2012R2","KB4530702","2019-12-10","December 10, 2019-KB4530702 (Monthly Rollup)"
"2012R2","KB4530730","2019-12-10","December 10, 2019-KB4530730 (Security-only update)"
"2012R2","KB4525252","2019-11-19","November 19, 2019-KB4525252 (Preview of Monthly Rollup)"
"2012R2","KB4525243","2019-11-12","November 12, 2019-KB4525243 (Monthly Rollup)"
"2012R2","KB4525250","2019-11-12","November 12, 2019-KB4525250 (Security-only update)"
"2012R2","KB4520012","2019-10-15","October 15, 2019-KB4520012 (Preview of Monthly Rollup)"
"2012R2","KB4519990","2019-10-08","October 8, 2019-KB4519990 (Security-only update)"
"2012R2","KB4520005","2019-10-08","October 8, 2019-KB4520005 (Monthly Rollup)"
"2012R2","KB4524156","2019-10-03","October 3, 2019-KB4524156 (Monthly Rollup)"
"2012R2","KB4516041","2019-09-24","September 24, 2019-KB4516041 (Preview of Monthly Rollup)"
"2012R2","KB4516064","2019-09-10","September 10, 2019-KB4516064 (Security-only update)"
"2012R2","KB4516067","2019-09-10","September 10, 2019-KB4516067 (Monthly Rollup)"
"2012R2","KB4512478","2019-08-17","August 17, 2019-KB4512478 (Preview of Monthly Rollup)"
"2012R2","KB4512488","2019-08-13","August 13, 2019-KB4512488 (Monthly Rollup)"
"2012R2","KB4512489","2019-08-13","August 13, 2019-KB4512489 (Security-only update)"
"2012R2","KB4507463","2019-07-16","July 16, 2019-KB4507463 (Preview of Monthly Rollup)"
"2012R2","KB4507457","2019-07-09","July 9, 2019-KB4507457 (Security-only update)"
"2012R2","KB4507448","2019-07-09","July 9, 2019-KB4507448 (Monthly Rollup)"
"2012R2","KB4503283","2019-06-20","June 20, 2019-KB4503283 (Preview of Monthly Rollup)"
"2012R2","KB4503276","2019-06-11","June 11, 2019-KB4503276 (Monthly Rollup)"
"2012R2","KB4503290","2019-06-11","June 11, 2019-KB4503290 (Security-only update)"
"2012R2","KB4499182","2019-05-23","May 23, 2019-KB4499182 (Preview of Monthly Rollup)"
"2012R2","KB4499151","2019-05-14","May 14, 2019-KB4499151 (Monthly Rollup)"
"2012R2","KB4499165","2019-05-14","May 14, 2019-KB4499165 (Security-only update)"
"2012R2","KB4493443","2019-04-25","April 25, 2019-KB4493443 (Preview of Monthly Rollup)"
"2012R2","KB4493467","2019-04-09","April 9, 2019-KB4493467 (Security-only update)"
"2012R2","KB4493446","2019-04-09","April 9, 2019-KB4493446 (Monthly Rollup)"
"2012R2","KB4489893","2019-03-19","March 19, 2019-KB4489893 (Preview of Monthly Rollup)"
"2012R2","KB4489881","2019-03-12","March 12, 2019-KB4489881 (Monthly Rollup)"
"2012R2","KB4489883","2019-03-12","March 12, 2019-KB4489883 (Security-only update)"
"2012R2","KB4487016","2019-02-19","February 19, 2019-KB4487016 (Preview of Monthly Rollup)"
"2012R2","KB4487028","2019-02-12","February 12, 2019-KB4487028 (Security-only update)"
"2012R2","KB4487000","2019-02-12","February 12, 2019-KB4487000 (Monthly Rollup)"
"2012R2","KB4480969","2019-01-15","January 15, 2019-KB4480969 (Preview of Monthly Rollup)"
"2012R2","KB4480964","2019-01-08","January 8, 2019-KB4480964 (Security-only update)"
"2012R2","KB4480963","2019-01-08","January 8, 2019-KB4480963 (Monthly Rollup)"
"2012R2","KB4471322","2018-12-11","December 11, 2018-KB4471322 (Security-only update)"
"2012R2","KB4471320","2018-12-11","December 11, 2018-KB4471320 (Monthly Rollup)"
"2012R2","KB4467695","2018-11-27","November 27, 2018-KB4467695 (Preview of Monthly Rollup)"
"2012R2","KB4467703","2018-11-13","November 13, 2018-KB4467703 (Security-only update)"
"2012R2","KB4467697","2018-11-13","November 13, 2018-KB4467697 (Monthly Rollup)"
"2012R2","KB4462921","2018-10-18","October 18, 2018-KB4462921 (Preview of Monthly Rollup)"
"2012R2","KB4462941","2018-10-09","October 9, 2018-KB4462941 (Security-only update)"
"2012R2","KB4462926","2018-10-09","October 9, 2018-KB4462926 (Monthly Rollup)"
"2012R2","KB4457133","2018-09-20","September 20, 2018-KB4457133 (Preview of Monthly Rollup)"
"2012R2","KB4457143","2018-09-11","September 11, 2018-KB4457143 (Security-only update)"
"2012R2","KB4457129","2018-09-11","September 11, 2018-KB4457129 (Monthly Rollup)"
"2012R2","KB4343891","2018-08-30","August 30, 2018-KB4343891 (Preview of Monthly Rollup)"
"2012R2","KB4343898","2018-08-14","August 14, 2018-KB4343898 (Monthly Rollup)"
"2012R2","KB4343888","2018-08-14","August 14, 2018-KB4343888 (Security-only update)"
"2012R2","KB4338831","2018-07-18","July 18, 2018-KB4338831 (Preview of Monthly Rollup)"
"2012R2","KB4338815","2018-07-10","July 10, 2018-KB4338815 (Monthly Rollup)"
"2012R2","KB4338824","2018-07-10","July 10, 2018-KB4338824 (Security-only update)"
"2012R2","KB4284863","2018-06-21","June 21, 2018-KB4284863 (Preview of Monthly Rollup)"
"2012R2","KB4284815","2018-06-12","June 12, 2018-KB4284815 (Monthly Rollup)"
"2012R2","KB4284878","2018-06-12","June 12, 2018-KB4284878 (Security-only update)"
"2012R2","KB4103724","2018-05-17","May 17, 2018-KB4103724 (Preview of Monthly Rollup)"
"2012R2","KB4103725","2018-05-08","May 8, 2018-KB4103725 (Monthly Rollup)"
"2012R2","KB4103715","2018-05-08","May 8, 2018-KB4103715 (Security-only update)"
"2012R2","KB4093121","2018-04-17","April 17, 2018-KB4093121 (Preview of Monthly Rollup)"
"2012R2","KB4093114","2018-04-10","April 10, 2018-KB4093114 (Monthly Rollup)"
"2012R2","KB4093115","2018-04-10","April 10, 2018-KB4093115 (Security-only update)"
"2012R2","KB4088882","2018-03-22","March 22, 2018-KB4088882 (Preview of Monthly Rollup)"
"2012R2","KB4088876","2018-03-13","March 13, 2018-KB4088876 (Monthly Rollup)"
"2012R2","KB4088879","2018-03-13","March 13, 2018-KB4088879 (Security-only update)"
"2012R2","KB4075212","2018-02-22","February 22, 2018-KB4075212 (Preview of Monthly Rollup)"
"2012R2","KB4074594","2018-02-13","February 13, 2018-KB4074594 (Monthly Rollup)"
"2012R2","KB4074597","2018-02-13","February 13, 2018-KB4074597 (Security-only update)"
"2012R2","KB4057401","2018-01-17","January 17, 2018-KB4057401 (Preview of Monthly Rollup)"
"2012R2","KB4056895","2018-01-08","January 8, 2018-KB4056895 (Monthly Rollup)"
"2012R2","KB4056898","2018-01-03","January 3, 2018-KB4056898 (Security-only update)"
"2012R2","KB4054519","2017-12-12","December 12, 2017-KB4054519 (Monthly Rollup)"
"2012R2","KB4054522","2017-12-12","December 12, 2017-KB4054522 (Security-only update)"
"2012R2","KB4050946","2017-11-27","November 27, 2017-KB4050946 (Preview of Monthly Rollup)"
"2012R2","KB4048958","2017-11-14","November 14, 2017-KB4048958 (Monthly Rollup)"
"2012R2","KB4048961","2017-11-14","November 14, 2017-KB4048961 (Security-only update)"
"2012R2","KB4041685","2017-10-17","October 17, 2017-KB4041685 (Preview of Monthly Rollup)"
"2012R2","KB4041693","2017-10-10","October 10, 2017-KB4041693 (Monthly Rollup)"
"2012R2","KB4041687","2017-10-10","October 10, 2017-KB4041687 (Security-only update)"
"2012R2","KB4038774","2017-09-19","September 19, 2017-KB4038774 (Preview of Monthly Rollup)"
"2012R2","KB4038792","2017-09-12","September 12, 2017-KB4038792 (OS Build Monthly Rollup)"
"2012R2","KB4038793","2017-09-12","September 12, 2017-KB4038793 (Security-only update)"
"2012R2","KB4034663","2017-08-15","August 15, 2017-KB4034663 (OS Build Preview of Monthly Rollup)"
"2012R2","KB4034681","2017-08-08","August 8, 2017-KB4034681 (OS Build Monthly Rollup)"
"2012R2","KB4034672","2017-08-08","August 8, 2017-KB4034672 (OS Build Security-only Update)"
"2012R2","KB4025335","2017-07-18","July 18, 2017-KB4025335"
"2012R2","KB4025336","2017-07-11","July 11, 2017-KB4025336"
"2012R2","KB4025333","2017-07-11","July 11, 2017-KB4025333"
"2012R2","KB4022720","2017-06-27","June 27, 2017-KB4022720"
"2012R2","KB4022726","2017-06-13","June 13, 2017-KB4022726 (Monthly Rollup)"
"2012R2","KB4022717","2017-06-13","June 13, 2017-KB4022717 (Security-only update)"
"2012R2","KB4019217","2017-05-16","May 16, 2017-KB4019217 (Preview of Monthly Rollup)"
"2012R2","KB4019215","2017-05-09","May 9, 2017-KB4019215 (Monthly Rollup)"
"2012R2","KB4019213","2017-05-09","May 9, 2017-KB4019213 (Security-only update)"
"2012R2","KB4015553","2017-04-18","April 18, 2017-KB4015553 (Preview of Monthly Rollup)"
"2012R2","KB4015550","2017-04-11","April 11, 2017-KB4015550 (Monthly Rollup)"
"2012R2","KB4015547","2017-04-11","April 11, 2017-KB4015547 (Security-only update)"
"2012R2","KB4016781","2017-03-21","March 21, 2017-KB4012219 (Preview of Monthly Rollup)"
"2012R2","KB4009970","2017-03-14","March 14, 2017-KB4012216 (Monthly Rollup)"
"2012R2","KB4009969","2017-03-14","March 14, 2017-KB4012213 (Security-only update)"
"2012R2","KB4009441","2016-12-13","December 13, 2016-KB3205401 (Monthly Rollup)"
"2012R2","KB4009442","2016-12-13","December 13, 2016 - KB3205400 (Security-only update)"
"2012R2","KB4009443","2016-11-15","November 15, 2016 - KB3197875 (Preview of Monthly Rollup)"
"2012R2","KB4009444","2016-11-08","November 8, 2016 - KB3197873 (Security-only update)"
"2012R2","KB4009445","2016-11-08","November 8, 2016 - KB3197874 (Monthly Rollup)"
"2012R2","KB4009446","2016-10-18","October 18, 2016 - KB3192404 (Preview of Monthly Rollup)"
"2012R2","KB4009447","2016-10-11","October 11, 2016 - KB3192392 (Security-only update)"
"2012R2","KB4009448","2016-10-11","October 11, 2016 - KB3185331 (Monthly Rollup)"
"2012R2","KB4009449","2016-09-20","September 20, 2016 - KB3185279"
"2012R2","KB4009450","2016-08-16","August 16, 2016 - KB3179574"
"2012R2","KB4009451","2016-07-21","July 21, 2016 - KB3172614"

"2016","KB5034774","2024-02-13","February 13, 2024-KB5034774 (OS Build 10240.20469)","Yes"
"2016","KB5034134","2024-01-09","January 9, 2024-KB5034134 (OS Build 10240.20402)"
"2016","KB5033379","2023-12-12","December 12, 2023-KB5033379 (OS Build 10240.20345)"
"2016","KB5032199","2023-11-14","November 14, 2023-KB5032199 (OS Build 10240.20308)"
"2016","KB5031377","2023-10-10","October 10, 2023-KB5031377 (OS Build 10240.20232)"
"2016","KB5030220","2023-09-12","September 12, 2023-KB5030220 (OS Build 10240.20162)"
"2016","KB5029259","2023-08-08","August 8, 2023-KB5029259 (OS Build 10240.20107)"
"2016","KB5028186","2023-07-11","July 11, 2023-KB5028186 (OS Build 10240.20048)"
"2016","KB5028622","2023-06-23","June 23, 2023-KB5028622 (OS Build 10240.19986) Out-of-band"
"2016","KB5027230","2023-06-13","June 13, 2023-KB5027230 (OS Build 10240.19983)"
"2016","KB5026382","2023-05-09","May 9, 2023-KB5026382 (OS Build 10240.19926)"
"2016","KB5025234","2023-04-11","April 11, 2023-KB5025234 (OS Build 10240.19869)"
"2016","KB5023713","2023-03-14","March 14, 2023-KB5023713 (OS Build 10240.19805)"
"2016","KB5022858","2023-02-14","February 14, 2023-KB5022858 (OS Build 10240.19747)"
"2016","KB5022297","2023-01-10","January 10, 2023-KB5022297 (OS Build 10240.19685)"
"2016","KB5021243","2022-12-13","December 13, 2022-KB5021243 (OS Build 10240.19624)"
"2016","KB5019970","2022-11-08","November 8, 2022-KB5019970 (OS Build 10240.19567)"
"2016","KB5020440","2022-10-18","October 18, 2022-KB5020440 (OS Build 10240.19509) Out-of-band"
"2016","KB5018425","2022-10-11","October 11, 2022-KB5018425 (OS Build 10240.19507)"
"2016","KB5017327","2022-09-13","September 13, 2022-KB5017327 (OS Build 10240.19444)"
"2016","KB5016639","2022-08-09","August 9, 2022-KB5016639 (OS Build 10240.19387)"
"2016","KB5015832","2022-07-12","July 12, 2022-KB5015832 (OS Build 10240.19360)"
"2016","KB5014710","2022-06-14","June 14, 2022-KB5014710 (OS Build 10240.19325)"
"2016","KB5013963","2022-05-10","May 10, 2022-KB5013963 (OS Build 10240.19297)"
"2016","KB5012653","2022-04-12","April 12, 2022-KB5012653 (OS Build 10240.19265)"
"2016","KB5011491","2022-03-08","March 8, 2022-KB5011491 (OS Build 10240.19235)"
"2016","KB5010358","2022-02-08","February 8, 2022-KB5010358 (OS Build 10240.19204)"
"2016","KB5010789","2022-01-17","January 17, 2022-KB5010789 (OS Build 10240.19179) Out-of-band"
"2016","KB5009585","2022-01-11","January 11, 2022-KB5009585 (OS Build 10240.19177)"
"2016","KB5008230","2021-12-14","December 14, 2021-KB5008230 (OS Build 10240.19145)"
"2016","KB5007207","2021-11-09","November 9, 2021-KB5007207 (OS Build 10240.19119)"
"2016","KB5006675","2021-10-12","October 12, 2021-KB5006675 (OS Build 10240.19086)"
"2016","KB5005569","2021-09-14","September 14, 2021-KB5005569 (OS Build 10240.19060)"
"2016","KB5005040","2021-08-10","August 10, 2021-KB5005040 (OS Build 10240.19022)"
"2016","KB5004249","2021-07-13","July 13, 2021-KB5004249 (OS Build 10240.19003)"
"2016","KB5004950","2021-07-06","July 6, 2021-KB5004950 (OS Build 10240.18969) Out-of-band"
"2016","KB5003687","2021-06-08","June 8, 2021-KB5003687 (OS Build 10240.18967)"
"2016","KB5003172","2021-05-11","May 11, 2021-KB5003172 (OS Build 10240.18932)"
"2016","KB5001340","2021-04-13","April 13, 2021-KB5001340 (OS Build 10240.18906)"
"2016","KB5001631","2021-03-18","March 18, 2021-KB5001631 (OS Build 10240.18875) Out-of-band"
"2016","KB5000807","2021-03-09","March 9, 2021-KB5000807 (OS Build 10240.18874)"
"2016","KB4601331","2021-02-09","February 9, 2021-KB4601331 (OS Build 10240.18842)"
"2016","KB4598231","2021-01-12","January 12, 2021-KB4598231 (OS Build 10240.18818)"
"2016","KB4592464","2020-12-08","December 8, 2020-KB4592464 (OS Build 10240.18782)"
"2016","KB4586787","2020-11-10","November 10, 2020-KB4586787 (OS Build 10240.18756)"
"2016","KB4580327","2020-10-13","October 13, 2020-KB4580327 (OS Build 10240.18725)"
"2016","KB4577049","2020-09-08","September 8, 2020-KB4577049 (OS Build 10240.18696)"
"2016","KB4571692","2020-08-11","August 11, 2020-KB4571692 (OS Build 10240.18666)"
"2016","KB4565513","2020-07-14","July 14, 2020-KB4565513 (OS Build 10240.18638)"
"2016","KB4567518","2020-06-18","June 18, 2020-KB4567518 (OS Build 10240.18609)"
"2016","KB4561649","2020-06-09","June 9, 2020-KB4561649 (OS Build 10240.18608)"
"2016","KB4556826","2020-05-12","May 12, 2020-KB4556826 (OS Build 10240.18575)"
"2016","KB4550930","2020-04-14","April 14, 2020-KB4550930 (OS Build 10240.18545)"
"2016","KB4540693","2020-03-10","March 10, 2020-KB4540693 (OS Build 10240.18519)"
"2016","KB4537776","2020-02-11","February 11, 2020-KB4537776 (OS Build 10240.18486)"
"2016","KB4534306","2020-01-14","January 14, 2020-KB4534306 (OS Build 10240.18453)"
"2016","KB4530681","2019-12-10","December 10, 2019-KB4530681 (OS Build 10240.18427)"
"2016","KB4525232","2019-11-12","November 12, 2019-KB4525232 (OS Build 10240.18395)"
"2016","KB4520011","2019-10-08","October 8, 2019-KB4520011 (OS Build 10240.18368)"
"2016","KB4524153","2019-10-03","October 3, 2019-KB4524153 (OS Build 10240.18335)"
"2016","KB4522009","2019-09-23","September 23, 2019-KB4522009 (OS Build 10240.18334)"
"2016","KB4516070","2019-09-10","September 10, 2019-KB4516070 (OS Build 10240.18333)"
"2016","KB4517276","2019-08-17","August 17, 2019-KB4517276 (OS Build 10240.18308)"
"2016","KB4512497","2019-08-13","August 13, 2019-KB4512497 (OS Build 10240.18305)"
"2016","KB4507458","2019-07-09","July 9, 2019-KB4507458 (OS Build 10240.18275)"
"2016","KB4503291","2019-06-11","June 11, 2019-KB4503291 (OS Build 10240.18244)"
"2016","KB4505051","2019-05-19","May 19, 2019-KB4505051 (OS Build 10240.18218)"
"2016","KB4499154","2019-05-14","May 14, 2019-KB4499154 (OS Build 10240.18215)"
"2016","KB4498375","2019-04-25","April 25, 2019-KB4498375 (OS Build 10240.18187)"
"2016","KB4493475","2019-04-09","April 9, 2019-KB4493475 (OS Build 10240.18186)"
"2016","KB4489872","2019-03-12","March 12, 2019-KB4489872 (OS Build 10240.18158)"
"2016","KB4491101","2019-02-21","February 21, 2019-KB4491101 (OS Build 10240.18135)"
"2016","KB4487018","2019-02-12","February 12, 2019-KB4487018 (OS Build 10240.18132)"
"2016","KB4480962","2019-01-08","January 8, 2019-KB4480962 (OS Build 10240.18094)"
"2016","KB4483228","2018-12-19","December 19, 2018-KB4483228 (OS Build 10240.18064)"
"2016","KB4471323","2018-12-11","December 11, 2018-KB4471323 (OS Build 10240.18063)"
"2016","KB4467680","2018-11-13","November 13, 2018-KB4467680 (OS Build 10240.18036)"
"2016","KB4462922","2018-10-09","October 9, 2018-KB4462922 (OS Build 10240.18005)"
"2016","KB4457132","2018-09-11","September 11, 2018-KB4457132 (OS Build 10240.17976)"
"2016","KB4343892","2018-08-14","August 14, 2018-KB4343892 (OS Build 10240.17946)"
"2016","KB4345455","2018-07-16","July 16, 2018-KB4345455 (OS Build 10240.17918)"
"2016","KB4338829","2018-07-10","July 10, 2018-KB4338829 (OS Build 10240.17914)"
"2016","KB4284860","2018-06-12","June 12, 2018-KB4284860 (OS Build 10240.17889)"
"2016","KB4103716","2018-05-08","May 8, 2018-KB4103716 (OS Build 10240.17861)"
"2016","KB4093111","2018-04-10","April 10, 2018-KB4093111 (OS Build 10240.17831)"
"2016","KB4088786","2018-03-13","March 13, 2018-KB4088786 (OS Build 10240.17797)"
"2016","KB4074596","2018-02-13","February 13, 2018-KB4074596 (OS Build 10240.17770)"
"2016","KB4077735","2018-01-31","January 31, 2018-KB4077735 (OS Build 10240.17741)"
"2016","KB4075199","2018-01-18","January 18, 2018-KB4075199 (OS Build 10240.17741)"
"2016","KB4056893","2018-01-03","January 3, 2018-KB4056893 (OS Build 10240.17738)"
"2016","KB4053581","2017-12-12","December 12, 2017-KB4053581 (OS Build 10240.17709)"
"2016","KB4048956","2017-11-14","November 14, 2017-KB4048956 (OS Build 10240.17673)"
"2016","KB4042895","2017-10-10","October 10, 2017-KB4042895 (OS Build 10240.17643)"
"2016","KB4038781","2017-09-12","September 12, 2017-KB4038781 (OS Build 10240.17609)"
"2016","KB4034668","2017-08-08","August 8, 2017-KB4034668 (OS Build 10240.17533)"
"2016","KB4025338","2017-07-11","July 11, 2017-KB4025338 (OS Build 10240.17488)"
"2016","KB4032695","2017-06-27","June 27, 2017-KB4032695 (OS Build 10240.17446)"
"2016","KB4022727","2017-06-13","June 13, 2017-KB4022727 (OS Build 10240.17443)"
"2016","KB4019474","2017-05-09","May 9, 2017-KB4019474 (OS Build 10240.17394)"
"2016","KB4015221","2017-04-11","April 11, 2017-KB4015221 (OS Build 10240.17354)"
"2016","KB4016637","2017-03-22","March 22, 2017-KB4016637 (OS Build 10240.17320)"
"2016","KB4012606","2017-03-14","March 14, 2017-KB4012606 (OS Build 10240.17319)"
"2016","KB4009941","2017-01-10","January 10, 2017-KB3210720 (OS Build 10240.17236)"
"2016","KB4004230","2016-12-13","December 13, 2016 - KB3205383 (OS Build 10240.17202)"
"2016","KB4001882","2016-11-08","November 8, 2016 - KB3198585 (OS Build 10240.17190)"
"2016","KB4001772","2016-10-11","October 11, 2016 - KB3192440 (OS Build 10240.17146)"
"2016","KB4001773","2016-09-20","September 20, 2016 - KB3193821 (OS Build 10240.17113)"
"2016","KB4001774","2016-09-13","September 13, 2016 - KB3185611 (OS Build 10240.17113)"
"2016","KB4001775","2016-08-09","August 9, 2016 - KB3176492 (OS Build 10240.17071)"
"2016","KB4001776","2016-07-12","July 12, 2016 - KB3163912 (OS Build 10240.17024)"
"2016","KB4001777","2016-06-14","June 14, 2016 - KB3163017 (OS Build 10240.16942)"
"2016","KB4001778","2016-05-10","May 10, 2016 - KB3156387 (OS Build 10240.16854)"
"2016","KB4001779","2016-04-12","April 12, 2016 - KB3147461 (OS Build 10240.16769)"
"2016","KB4001780","2016-03-08","March 8, 2016 - KB3140745 (OS Build 10240.16725)"
"2016","KB4001781","2016-02-09","February 9, 2016 - KB3135174 (OS Build 10240.16683)"

"2016RS1","KB5034767","2024-02-13","February 13, 2024-KB5034767 (OS Build 14393.6709) ","Yes"
"2016RS1","KB5034119","2024-01-09","January 9, 2024-KB5034119 (OS Build 14393.6614) "
"2016RS1","KB5033373","2023-12-12","December 12, 2023-KB5033373 (OS Build 14393.6529) "
"2016RS1","KB5032197","2023-11-14","November 14, 2023-KB5032197 (OS Build 14393.6452) "
"2016RS1","KB5031362","2023-10-10","October 10, 2023-KB5031362 (OS Build 14393.6351) "
"2016RS1","KB5030213","2023-09-12","September 12, 2023-KB5030213 (OS Build 14393.6252) "
"2016RS1","KB5029242","2023-08-08","August 8, 2023-KB5029242 (OS Build 14393.6167)"
"2016RS1","KB5028169","2023-07-11","July 11, 2023-KB5028169 (OS Build 14393.6085)"
"2016RS1","KB5028623","2023-06-23","June 23, 2023-KB5028623 (OS Build 14393.5996) Out-of-band"
"2016RS1","KB5027219","2023-06-13","June 13, 2023-KB5027219 (OS Build 14393.5989)"
"2016RS1","KB5026363","2023-05-09","May 9, 2023-KB5026363 (OS Build 14393.5921)"
"2016RS1","KB5025228","2023-04-11","April 11, 2023-KB5025228 (OS Build 14393.5850)"
"2016RS1","KB5023697","2023-03-14","March 14, 2023-KB5023697 (OS Build 14393.5786)"
"2016RS1","KB5022838","2023-02-14","February 14, 2023-KB5022838 (OS Build 14393.5717)"
"2016RS1","KB5022289","2023-01-10","January 10, 2023-KB5022289 (OS Build 14393.5648)"
"2016RS1","KB5021235","2022-12-13","December 13, 2022-KB5021235 (OS Build 14393.5582)"
"2016RS1","KB5021654","2022-11-17","November 17, 2022-KB5021654 (OS Build 14393.5502) Out-of-band"
"2016RS1","KB5019964","2022-11-08","November 8, 2022-KB5019964 (OS Build 14393.5501)"
"2016RS1","KB5020439","2022-10-18","October 18, 2022-KB5020439 (OS Build 14393.5429) Out-of-band"
"2016RS1","KB5018411","2022-10-11","October 11, 2022-KB5018411 (OS Build 14393.5427)"
"2016RS1","KB5017305","2022-09-13","September 13, 2022-KB5017305 (OS Build 14393.5356)"
"2016RS1","KB5016622","2022-08-09","August 9, 2022-KB5016622 (OS Build 14393.5291)"
"2016RS1","KB5015808","2022-07-12","July 12, 2022-KB5015808 (OS Build 14393.5246)"
"2016RS1","KB5014702","2022-06-14","June 14, 2022-KB5014702 (OS Build 14393.5192)"
"2016RS1","KB5015019","2022-05-19","May 19, 2022-KB5015019 (OS Build 14393.5127) Out-of-band"
"2016RS1","KB5013952","2022-05-10","May 10, 2022-KB5013952 (OS Build 14393.5125)"
"2016RS1","KB5012596","2022-04-12","April 12, 2022-KB5012596 (OS Build 14393.5066)"
"2016RS1","KB5011495","2022-03-08","March 8, 2022-KB5011495 (OS Build 14393.5006)"
"2016RS1","KB5010359","2022-02-08","February 8, 2022-KB5010359 (OS Build 14393.4946)"
"2016RS1","KB5010790","2022-01-17","January 17, 2022-KB5010790 (OS Build 14393.4889) Out-of-band"
"2016RS1","KB5009546","2022-01-11","January 11, 2022-KB5009546 (OS Build 14393.4886)"
"2016RS1","KB5010195","2022-01-05","January 5, 2022-KB5010195 (OS Build 14393.4827) Out-of-band"
"2016RS1","KB5008207","2021-12-14","December 14, 2021-KB5008207 (OS Build 14393.4825)"
"2016RS1","KB5008601","2021-11-14","November 14, 2021-KB5008601 (OS Build 14393.4771) Out-of-band"
"2016RS1","KB5007192","2021-11-09","November 9, 2021-KB5007192 (OS Build 14393.4770)"
"2016RS1","KB5006669","2021-10-12","October 12, 2021-KB5006669 (OS Build 14393.4704)"
"2016RS1","KB5005573","2021-09-14","September 14, 2021-KB5005573 (OS Build 14393.4651)"
"2016RS1","KB5005043","2021-08-10","August 10, 2021-KB5005043 (OS Build 14393.4583)"
"2016RS1","KB5005393","2021-07-29","July 29, 2021-KB5005393 (OS Build 14393.4532) Out-of-band"
"2016RS1","KB5004238","2021-07-13","July 13, 2021-KB5004238 (OS Build 14393.4530)"
"2016RS1","KB5004948","2021-07-07","July 7, 2021-KB5004948 (OS Build 14393.4470) Out-of-band"
"2016RS1","KB5003638","2021-06-08","June 8, 2021-KB5003638 (OS Build 14393.4467)"
"2016RS1","KB5003197","2021-05-11","May 11, 2021-KB5003197 (OS Build 14393.4402)"
"2016RS1","KB5001347","2021-04-13","April 13, 2021-KB5001347 (OS Build 14393.4350)"
"2016RS1","KB5001633","2021-03-18","March 18, 2021-KB5001633 (OS Build 14393.4288) Out-of-band"
